CODE,NAME OF STOCK,SALES RECORD
,,"10,000,000-0.098 30,000,000-0.098 30,000,000-0.098"
,,"30,000,000-0.098 30,000,000-0.098 30,000,000-0.098"
,,"30,000,000-0.098 10,000,000-0.098 20,000,000-0.098"
,,"20,000,000-0.098 10,000,000-0.098 10,000,000-0.098"
,,"10,000,000-0.098 10,000,000-0.098 10,000,000-0.098"
,,"10,000,000-0.098 15,000,000-0.098 10,000,000-0.098"
,,"15,000,000-0.098 15,000,000-0.098 10,000,000-0.098"
,,"10,000,000-0.098 15,000,000-0.098 15,000,000-0.098"
,,"14,200,000-0.098 10,000,000-0.098 10,000,000-0.098"
,,"10,000,000-0.098 10,000,000-0.098 10,000,000-0.098"
,,"9,550,000-0.099 10,000,000-0.099 5,000,000-0.101"
,,"10,000,000-0.101 9,700,000-0.101 15,000,000-0.10"
,,"10,000,000-0.10 15,010,000-0.10 10,000,000-0.10"
,,"20,000,000-0.10 10,000,000-0.099 10,000,000-0.099"
,,"22,000,000-0.10 10,980,000-0.101 10,880,000-0.10"
,,"10,000,000-0.099 10,000,000-0.099 10,000,000-0.099"
,,"10,000,000-0.099 10,000,000-0.099 10,000,000-0.098"
,,"10,000,000-0.098 10,000,000-0.098 10,000,000-0.098"
,,"10,000,000-0.098 10,000,000-0.098 15,000,000-0.098"
,,"15,000,000-0.098 15,000,000-0.098 15,000,000-0.098"
,,"10,000,000-0.098 10,000,000-0.098 25,000,000-0.098"
,,"25,010,000-0.098 10,000,000-0.098 20,000,000-0.098"
,,"9,290,000-0.099 20,010,000-0.099 25,000,000-0.098"
,,"15,000,000-0.098 10,000,000-0.098 30,000,000-0.098"
,,"10,000,000-0.098 10,000,000-0.098 10,000,000-0.098"
,,"9,950,000-0.098 10,000,000-0.098 10,000,000-0.098"
,,"10,000,000-0.098 10,000,000-0.098 15,000,000-0.098"
,,"10,000,000-0.098 10,000,000-0.098 10,000,000-0.098"
,,"10,000,000-0.098 10,000,000-0.098 10,000,000-0.098"
,,"10,000,000-0.098 10,000,000-0.098 10,000,000-0.098"
,,"27,600,000-0.098 10,000,000-0.098 9,720,000-0.098"
,,"17,420,000-0.098 10,000,000-0.099 15,000,000-0.099"
,,"10,000,000-0.099 10,000,000-0.099 10,000,000-0.099"
,,"9,900,000-0.099 10,000,000-0.099 10,000,000-0.099"
,,"10,000,000-0.099 5,060,000-0.099 10,000,000-0.099"
,,"10,000,000-0.099 10,000,000-0.099 10,000,000-0.099"
,,"29,200,000-0.099 10,000,000-0.099 15,810,000-0.099"
,,"25,000,000-0.099 25,000,000-0.099 15,000,000-0.098"
,,"10,000,000-0.098 25,010,000-0.098 10,000,000-0.098"
,,"10,000,000-0.098 10,000,000-0.098 10,000,000-0.098"
,,"10,000,000-0.098 10,000,000-0.098 10,000,000-0.098"
,,"10,000,000-0.098 10,000,000-0.098 10,000,000-0.098"
,,"10,000,000-0.098 10,000,000-0.098 10,000,000-0.098"
,,"10,000,000-0.098 10,000,000-0.098 10,000,000-0.098"
,,"10,000,000-0.098 10,000,000-0.098 10,000,000-0.098"
,,"10,000,000-0.098 10,000,000-0.098 20,000,000-0.098"
,,"10,000,000-0.098 10,000,000-0.098 10,000,000-0.098"
,,"10,000,000-0.098 20,000,000-0.098 10,000,000-0.098"
,,"23,000,000-0.098 10,000,000-0.098 20,000,000-0.098"
,,"10,000,000-0.098 10,000,000-0.098 10,000,000-0.098"
,,"10,000,000-0.098 10,000,000-0.098 10,000,000-0.098"
,,"10,000,000-0.098 10,000,000-0.098 10,000,000-0.098"
,,"10,000,000-0.098 10,000,000-0.098 30,000,000-0.098"
,,"10,000,000-0.098 14,980,000-0.098 10,000,000-0.098"
,,"10,000,000-0.098 10,000,000-0.098 ]/-//["
,,"10,000,000-0.095 10,000,000-0.095 10,000,000-0.095"
,,"10,000,000-0.095 23,000,000-0.095 7,000,000-0.095"
,,"23,000,000-0.095 7,000,000-0.095 10,000,000-0.095"
,,"10,000,000-0.095 10,000,000-0.094 10,000,000-0.093"
,,"15,000,000-0.093 15,000,000-0.093 10,000,000-0.093"
,,"10,000,000-0.093 27,960,000-0.092 20,000,000-0.092"
,,"10,000,000-0.092 9,130,000-0.092 18,000,000-0.092"
,,"28,760,000-0.092 10,000,000-0.092 10,000,000-0.092"
,,"10,000,000-0.092 10,000,000-0.092 10,000,000-0.092"
,,"10,000,000-0.092 10,000,000-0.092 10,000,000-0.092"
,,"18,000,000-0.092 23,000,000-0.092 23,000,000-0.092"
,,"30,000,000-0.092 15,000,000-0.092 10,000,000-0.092"
,,"14,000,000-0.092 10,000,000-0.092 15,000,000-0.092"
,,"20,000,000-0.092 10,000,000-0.092 28,920,000-0.092"
,,"30,000,000-0.092 10,000,000-0.092 10,000,000-0.092"
,,"10,000,000-0.092 10,000,000-0.092 10,000,000-0.092"
,,"10,000,000-0.092 15,020,000-0.092 14,180,000-0.092"
,,"10,000,000-0.092 10,000,000-0.092 25,840,000-0.092"
,,"10,000,000-0.092 20,000,000-0.092 10,000,000-0.092"
,,"15,000,000-0.092 14,850,000-0.092 10,000,000-0.092"
,,"19,990,000-0.092 29,200,000-0.092 18,780,000-0.093"
,,"9,220,000-0.093 28,000,000-0.092 25,000,000-0.093"
,,"25,000,000-0.092 25,000,000-0.092 28,000,000-0.091"
,,"15,000,000-0.091 10,000,000-0.091 10,000,000-0.091"
,,"10,000,000-0.091 10,000,000-0.091 15,000,000-0.091"
,,"10,000,000-0.091 10,000,000-0.091 10,000,000-0.091"
,,"18,120,000-0.091 10,000,000-0.091 25,000,000-0.091"
,,"24,620,000-0.092 20,000,000-0.091 10,000,000-0.091"
,,"10,000,000-0.091 20,000,000-0.092 20,000,000-0.092"
,,"20,000,000-0.091 22,000,000-0.091 20,000,000-0.091"
,,"20,000,000-0.091 20,000,000-0.091 17,710,000-0.092"
,,"10,000,000-0.091 10,000,000-0.09 10,000,000-0.09"
,,"10,000,000-0.09 10,000,000-0.09 10,000,000-0.09"
,,"10,000,000-0.09 10,000,000-0.09 10,000,000-0.09"
,,"10,000,000-0.09 10,000,000-0.09 10,000,000-0.09"
,,"15,000,000-0.09 10,000,000-0.09 15,000,000-0.09"
,,"10,000,000-0.09 10,000,000-0.09 10,000,000-0.09"
,,"10,000,000-0.09 10,000,000-0.09 10,000,000-0.09"
,,"10,000,000-0.09 10,000,000-0.09 10,000,000-0.09"
,,"10,000,000-0.09 10,000,000-0.09 10,000,000-0.09"
,,"10,000,000-0.09 10,000,000-0.09 10,000,000-0.09"
,,"10,000,000-0.09 10,000,000-0.091 10,000,000-0.091 ]< >"
28577,HTTENCT@EC1902H,"< >[ 1,950,000-0.27 ]/-//[ ]< >"
28579,HTTENCT@EC1902I,"< >[ Y4,000,000-0.196 ]/-//[ ]< >"
28643,CSTENCT@EC1902K,"< >[ 13,500,000-0.103 6,500,000-0.103 13,500,000-0.103"
,,"6,500,000-0.103 13,500,000-0.103 6,500,000-0.103"
,,"13,500,000-0.103 6,500,000-0.103 13,500,000-0.103"
,,"6,500,000-0.103 13,500,000-0.103 6,500,000-0.103"
,,"13,500,000-0.103 13,500,000-0.103 13,500,000-0.103"
,,"6,500,000-0.103 13,500,000-0.103 6,500,000-0.103"
,,"13,500,000-0.103 13,500,000-0.103 13,500,000-0.103"
,,"6,500,000-0.103 13,500,000-0.103 13,500,000-0.103"
,,"6,500,000-0.103 13,500,000-0.103 13,500,000-0.103"
,,"6,500,000-0.103 13,500,000-0.103 6,500,000-0.103"
,,"13,500,000-0.103 13,500,000-0.103 13,500,000-0.103"
,,"6,500,000-0.103 13,500,000-0.103 6,500,000-0.103"
,,"13,500,000-0.103 6,500,000-0.103 13,500,000-0.103"
,,"6,500,000-0.103 13,500,000-0.103 6,500,000-0.103"
,,"13,500,000-0.103 6,500,000-0.103 13,500,000-0.103"
,,"13,500,000-0.103 13,500,000-0.103 13,500,000-0.103"
,,"13,500,000-0.103 6,500,000-0.103 13,500,000-0.103"
,,"13,500,000-0.103 6,500,000-0.103 13,500,000-0.103"
,,"13,500,000-0.103 13,500,000-0.103 13,500,000-0.102"
,,"6,500,000-0.102 13,500,000-0.102 6,500,000-0.102"
,,"13,500,000-0.102 13,500,000-0.102 13,500,000-0.102"
,,"6,500,000-0.102 13,500,000-0.102 6,500,000-0.102"
,,"13,500,000-0.102 6,500,000-0.102 13,500,000-0.102"
,,"6,500,000-0.102 13,500,000-0.102 13,500,000-0.102"
,,"13,500,000-0.102 6,500,000-0.102 13,500,000-0.102"
,,"6,500,000-0.102 13,500,000-0.102 6,500,000-0.102"
,,"13,500,000-0.102 6,500,000-0.102 13,500,000-0.102"
,,"6,500,000-0.102 13,500,000-0.102 6,500,000-0.102"
,,"13,500,000-0.102 13,500,000-0.102 13,500,000-0.102"
,,"6,500,000-0.102 13,500,000-0.102 5,910,000-0.102"
,,"13,500,000-0.102 13,500,000-0.102 6,500,000-0.102"
,,"12,910,000-0.102 11,410,000-0.102 8,590,000-0.102"
,,"13,500,000-0.102 13,500,000-0.102 13,500,000-0.102"
,,"13,500,000-0.102 13,500,000-0.102 13,500,000-0.102"
,,"13,500,000-0.102 13,500,000-0.102 13,500,000-0.102"
,,"6,500,000-0.102 13,500,000-0.102 6,500,000-0.102"
,,"13,500,000-0.102 13,500,000-0.102 13,500,000-0.102"
,,"6,500,000-0.102 13,500,000-0.102 6,500,000-0.102"
,,"13,500,000-0.102 13,500,000-0.102 13,500,000-0.102"
,,"13,500,000-0.102 13,500,000-0.102 13,500,000-0.102"
,,"13,500,000-0.102 13,500,000-0.102 13,500,000-0.10"
,,"6,500,000-0.10 13,500,000-0.10 6,500,000-0.10"
,,"13,500,000-0.101 6,500,000-0.101 13,500,000-0.101"
,,"13,500,000-0.101 6,500,000-0.101 13,500,000-0.101"
,,"13,500,000-0.102 6,500,000-0.102 13,500,000-0.102"
,,"6,500,000-0.102 13,500,000-0.102 6,500,000-0.102"
,,"13,500,000-0.102 6,500,000-0.102 13,500,000-0.102"
,,"6,500,000-0.102 13,500,000-0.102 6,500,000-0.102"
,,"13,500,000-0.102 6,500,000-0.102 13,500,000-0.102"
,,"6,500,000-0.102 13,500,000-0.102 6,500,000-0.102"
,,"13,500,000-0.102 6,500,000-0.102 13,500,000-0.102"
,,"13,500,000-0.102 13,500,000-0.102 6,500,000-0.102"
,,"13,500,000-0.102 6,500,000-0.102 13,500,000-0.102"
,,"6,500,000-0.102 13,500,000-0.102 6,500,000-0.102"
,,"13,500,000-0.102 13,500,000-0.102 13,500,000-0.102"
,,"6,500,000-0.102 13,500,000-0.102 6,500,000-0.102"
,,"13,500,000-0.102 13,500,000-0.102 13,500,000-0.102"
,,"6,500,000-0.102 13,500,000-0.102 13,500,000-0.102"
,,"6,500,000-0.102 13,500,000-0.102 6,500,000-0.102"
,,"13,500,000-0.102 13,500,000-0.102 6,500,000-0.102"
,,"13,500,000-0.102 6,500,000-0.102 13,500,000-0.102"
,,"6,500,000-0.102 13,500,000-0.102 13,500,000-0.102"
,,"13,500,000-0.102 6,500,000-0.102 13,500,000-0.102"
,,"6,500,000-0.102 13,500,000-0.102 6,500,000-0.102"
,,"13,500,000-0.102 13,500,000-0.102 6,500,000-0.102"
,,"13,500,000-0.102 13,500,000-0.102 6,500,000-0.102"
,,"13,500,000-0.102 6,500,000-0.102 13,500,000-0.102"
,,"6,500,000-0.102 13,500,000-0.102 6,500,000-0.102"
,,"13,500,000-0.102 6,500,000-0.102 13,500,000-0.102"
,,"6,500,000-0.102 13,500,000-0.102 6,500,000-0.102"
,,"13,500,000-0.102 6,500,000-0.102 13,500,000-0.102"
,,"6,500,000-0.102 7,000,000-0.102 13,500,000-0.102"
,,"6,500,000-0.102 13,500,000-0.102 6,500,000-0.102"
,,"7,000,000-0.102 13,500,000-0.102 6,500,000-0.102"
,,"13,500,000-0.102 6,500,000-0.102 13,500,000-0.102"
,,"6,500,000-0.102 13,500,000-0.102 6,500,000-0.102"
,,"13,500,000-0.102 6,500,000-0.102 13,500,000-0.102"
,,"13,500,000-0.102 13,500,000-0.102 13,500,000-0.102"
,,"13,500,000-0.102 6,500,000-0.102 13,500,000-0.102"
,,"6,500,000-0.102 13,500,000-0.102 6,500,000-0.102"
,,"13,500,000-0.102 6,500,000-0.102 13,500,000-0.102"
,,"6,500,000-0.102 13,500,000-0.102 6,500,000-0.102"
,,"13,500,000-0.102 13,500,000-0.102 13,500,000-0.102"
,,"6,500,000-0.102 13,500,000-0.102 6,500,000-0.102"
,,"13,500,000-0.102 6,500,000-0.102 13,500,000-0.102"
,,"6,500,000-0.102 13,500,000-0.102 6,500,000-0.102"
,,"13,500,000-0.102 6,500,000-0.102 13,500,000-0.101"
,,"13,500,000-0.101 13,500,000-0.101 6,500,000-0.101"
,,"13,500,000-0.101 6,500,000-0.101 13,500,000-0.101"
,,"6,500,000-0.101 13,500,000-0.101 6,500,000-0.101"
,,"13,500,000-0.101 6,500,000-0.101 13,500,000-0.101"
,,"6,500,000-0.101 13,500,000-0.101 13,500,000-0.101"
,,"13,500,000-0.101 6,500,000-0.101 13,210,000-0.099"
,,"6,790,000-0.099 13,500,000-0.097 6,500,000-0.097"
,,"13,500,000-0.097 13,500,000-0.097 6,390,000-0.097"
,,"13,500,000-0.097 6,500,000-0.097 13,500,000-0.097"
,,"13,500,000-0.097 6,500,000-0.097 13,500,000-0.097"
,,"13,500,000-0.097 6,500,000-0.097 13,500,000-0.097"
,,"6,500,000-0.097 13,500,000-0.096 6,500,000-0.096"
,,"13,200,000-0.097 6,800,000-0.097 13,500,000-0.096"
,,"6,500,000-0.096 13,500,000-0.096 6,500,000-0.096"
,,"13,500,000-0.096 6,500,000-0.096 13,500,000-0.097"
,,"6,500,000-0.097 13,500,000-0.095 13,500,000-0.096"
,,"13,500,000-0.093 6,500,000-0.093 13,500,000-0.093"
,,"5,620,000-0.093 13,500,000-0.092 6,500,000-0.092"
,,"13,500,000-0.092 6,500,000-0.092 13,500,000-0.092"
,,"6,500,000-0.092 13,500,000-0.092 5,860,000-0.092"
,,"13,500,000-0.099 6,500,000-0.099 13,500,000-0.099"
,,"6,500,000-0.099 13,500,000-0.099 6,500,000-0.099"
,,"13,500,000-0.099 6,500,000-0.099 13,500,000-0.099"
,,"6,500,000-0.099 13,500,000-0.099 6,500,000-0.099"
,,"13,500,000-0.099 6,500,000-0.099 13,500,000-0.099"
,,"6,500,000-0.099 13,500,000-0.099 6,500,000-0.099"
,,"13,500,000-0.099 6,500,000-0.099 13,500,000-0.099"
,,"6,500,000-0.099 13,500,000-0.099 13,500,000-0.097"
,,"6,500,000-0.097 10,000,000-0.097 10,000,000-0.097"
,,"13,500,000-0.097 6,500,000-0.097 13,500,000-0.097"
,,"6,500,000-0.097 13,500,000-0.097 6,500,000-0.097"
,,"13,500,000-0.097 6,500,000-0.097 13,500,000-0.097"
,,"6,500,000-0.097 13,500,000-0.097 6,500,000-0.097"
,,"13,500,000-0.097 6,500,000-0.097 13,500,000-0.097"
,,"6,500,000-0.097 13,500,000-0.097 6,500,000-0.097"
,,"13,500,000-0.097 6,500,000-0.097 13,500,000-0.097"
,,"6,500,000-0.097 10,000,000-0.097 7,850,000-0.097"
,,"13,500,000-0.096 6,500,000-0.096 10,000,000-0.096"
,,"10,000,000-0.096 13,500,000-0.096 6,500,000-0.096"
,,"13,500,000-0.096 6,500,000-0.096 13,500,000-0.096"
,,"6,500,000-0.096 13,500,000-0.096 6,500,000-0.096"
,,"13,500,000-0.096 6,500,000-0.096 13,500,000-0.096"
,,"6,500,000-0.096 13,500,000-0.096 6,500,000-0.096"
,,"13,500,000-0.096 6,500,000-0.096 13,500,000-0.096"
,,"6,500,000-0.096 13,500,000-0.096 6,500,000-0.096"
,,"13,500,000-0.096 6,500,000-0.096 13,500,000-0.096"
,,"6,500,000-0.096 13,500,000-0.096 6,500,000-0.096"
,,"13,500,000-0.096 6,500,000-0.096 13,500,000-0.096"
,,"6,500,000-0.096 13,500,000-0.096 6,500,000-0.096"
,,"13,500,000-0.096 6,500,000-0.096 10,000,000-0.096"
,,"10,000,000-0.096 13,500,000-0.095 6,500,000-0.095"
,,"10,000,000-0.095 10,000,000-0.095 13,500,000-0.095"
,,"6,500,000-0.095 13,330,000-0.095 6,670,000-0.095"
,,"13,500,000-0.095 6,500,000-0.095 10,000,000-0.095"
,,"13,500,000-0.095 6,500,000-0.095 13,500,000-0.092"
,,"6,500,000-0.092 13,500,000-0.092 6,500,000-0.092"
,,"13,500,000-0.092 6,500,000-0.092 13,500,000-0.092"
,,"6,500,000-0.092 13,500,000-0.092 6,500,000-0.092"
,,"13,500,000-0.092 6,500,000-0.092 13,500,000-0.092"
,,"6,500,000-0.092 13,500,000-0.092 6,500,000-0.092"
,,"13,500,000-0.092 6,500,000-0.092 13,500,000-0.092"
,,"6,500,000-0.092 13,500,000-0.092 6,500,000-0.092"
,,"10,000,000-0.092 5,620,000-0.092 ]/-//["
,,"13,500,000-0.091 6,500,000-0.091 13,500,000-0.09"
,,"6,500,000-0.09 13,500,000-0.09 6,500,000-0.09"
,,"13,500,000-0.09 6,500,000-0.09 13,500,000-0.09"
,,"6,500,000-0.09 13,500,000-0.09 6,500,000-0.09"
,,"13,500,000-0.09 6,500,000-0.09 13,500,000-0.09"
,,"6,500,000-0.09 13,500,000-0.09 6,500,000-0.09"
,,"13,500,000-0.09 6,500,000-0.09 13,500,000-0.09"
,,"6,500,000-0.09 13,500,000-0.09 6,500,000-0.09"
,,"13,500,000-0.09 6,500,000-0.09 13,500,000-0.09"
,,"6,500,000-0.09 13,500,000-0.09 6,500,000-0.09"
,,"13,500,000-0.09 6,500,000-0.09 13,500,000-0.09"
,,"6,500,000-0.09 13,500,000-0.09 6,500,000-0.09"
,,"10,000,000-0.09 10,000,000-0.09 13,500,000-0.09"
,,"6,500,000-0.09 10,000,000-0.09 10,000,000-0.09"
,,"13,500,000-0.09 6,500,000-0.09 10,000,000-0.09"
,,"10,000,000-0.09 13,500,000-0.087 6,500,000-0.087"
,,"13,500,000-0.087 6,500,000-0.087 13,500,000-0.087"
,,"6,500,000-0.087 13,500,000-0.087 6,500,000-0.087"
,,"13,500,000-0.087 6,500,000-0.087 13,500,000-0.087"
,,"6,500,000-0.087 13,500,000-0.087 6,500,000-0.087"
,,"13,500,000-0.087 6,500,000-0.087 13,500,000-0.087"
,,"6,500,000-0.087 13,500,000-0.087 6,500,000-0.087"
,,"13,500,000-0.087 6,500,000-0.087 13,500,000-0.087"
,,"6,500,000-0.087 13,500,000-0.087 6,500,000-0.087"
,,"13,500,000-0.087 6,500,000-0.087 13,500,000-0.087"
,,"6,500,000-0.087 13,500,000-0.087 6,500,000-0.087"
,,"13,500,000-0.087 6,500,000-0.087 13,500,000-0.087"
,,"6,500,000-0.087 13,500,000-0.087 6,500,000-0.087"
,,"13,500,000-0.087 6,500,000-0.087 13,500,000-0.087"
,,"6,500,000-0.087 13,500,000-0.087 6,500,000-0.087"
,,"13,500,000-0.087 6,500,000-0.087 13,500,000-0.087"
,,"6,500,000-0.087 13,500,000-0.087 6,500,000-0.087"
,,"13,500,000-0.087 6,500,000-0.087 13,500,000-0.087"
,,"6,500,000-0.087 13,500,000-0.087 6,500,000-0.087"
,,"13,500,000-0.087 6,500,000-0.087 13,500,000-0.087"
,,"6,500,000-0.087 13,500,000-0.088 6,500,000-0.088"
,,"13,500,000-0.088 5,920,000-0.088 13,500,000-0.089"
,,"6,500,000-0.089 13,210,000-0.089 6,790,000-0.089"
,,"13,500,000-0.089 6,500,000-0.089 13,500,000-0.089"
,,"6,500,000-0.089 13,500,000-0.089 6,500,000-0.089"
,,"13,500,000-0.089 6,500,000-0.089 13,500,000-0.089"
,,"6,500,000-0.089 13,500,000-0.089 6,500,000-0.089"
,,"13,500,000-0.089 6,500,000-0.089 13,500,000-0.089"
,,"6,500,000-0.089 13,500,000-0.089 6,500,000-0.089"
,,"13,500,000-0.089 6,500,000-0.089 13,500,000-0.088"
,,"6,500,000-0.088 13,500,000-0.088 6,500,000-0.088"
,,"13,500,000-0.088 6,500,000-0.088 13,500,000-0.088"
,,"6,500,000-0.088 13,500,000-0.088 6,500,000-0.088"
,,"10,000,000-0.088 10,000,000-0.088 12,500,000-0.088"
,,"7,500,000-0.088 13,500,000-0.089 6,500,000-0.089"
,,"13,500,000-0.089 6,500,000-0.089 13,500,000-0.089"
,,"6,500,000-0.089 13,500,000-0.089 6,500,000-0.089"
,,"13,500,000-0.089 6,500,000-0.089 10,000,000-0.089"
,,"10,000,000-0.09 13,500,000-0.089 6,500,000-0.089"
,,"10,000,000-0.089 10,000,000-0.089 13,500,000-0.089"
,,"6,500,000-0.089 13,500,000-0.089 6,500,000-0.089"
,,"13,500,000-0.089 6,500,000-0.089 13,500,000-0.089"
,,"6,500,000-0.089 13,500,000-0.089 6,500,000-0.089"
,,"13,500,000-0.089 6,500,000-0.089 13,500,000-0.089"
,,"6,500,000-0.089 13,500,000-0.089 6,500,000-0.089"
,,"13,500,000-0.089 6,500,000-0.089 13,500,000-0.089"
,,"6,500,000-0.089 13,500,000-0.089 6,500,000-0.089"
,,"13,500,000-0.089 6,500,000-0.089 13,500,000-0.089"
,,"6,500,000-0.089 13,500,000-0.089 6,500,000-0.089"
,,"13,500,000-0.089 6,500,000-0.089 10,000,000-0.089"
,,"10,000,000-0.089 13,500,000-0.089 6,500,000-0.089"
,,"10,000,000-0.089 10,000,000-0.089 13,500,000-0.088"
,,"6,500,000-0.088 10,000,000-0.088 10,000,000-0.088"
,,"13,500,000-0.088 6,500,000-0.088 13,500,000-0.088"
,,"13,500,000-0.088 6,500,000-0.088 13,000,000-0.088"
,,"7,000,000-0.088 13,000,000-0.093 12,970,000-0.093"
,,"13,400,000-0.096 6,600,000-0.096 13,500,000-0.096"
,,"6,500,000-0.096 13,400,000-0.096 6,600,000-0.096"
,,"13,500,000-0.096 6,500,000-0.096 12,500,000-0.096"
,,"7,500,000-0.096 13,500,000-0.096 6,500,000-0.096"
,,"12,500,000-0.096 7,500,000-0.096 13,500,000-0.096"
,,"6,500,000-0.096 12,500,000-0.096 5,270,000-0.096"
,,"12,500,000-0.097 7,500,000-0.097 ]< >"
28705,SGTENCT@EC1902I,"< >[ 1,800,000-0.29 ]/-//[ ]< >"
29185,JP-HSI @EC1905A,"< >[ 10,000,000-0.111 ]/-//[ ]< >"
29348,BIPINAN@EC1903B,"< >[ 10,000,000-0.228 5,000,000-0.228 15,000,000-0.228"
,,"10,000,000-0.228 10,000,000-0.228 10,000,000-0.228"
,,"10,000,000-0.228 10,000,000-0.228 5,000,000-0.228"
,,"15,000,000-0.228 10,000,000-0.223 5,000,000-0.223"
,,"15,000,000-0.223 10,000,000-0.223 5,000,000-0.223"
,,"15,000,000-0.223 10,000,000-0.223 5,000,000-0.223"
,,"15,000,000-0.223 10,000,000-0.223 5,000,000-0.223"
,,"15,000,000-0.223 10,000,000-0.223 5,000,000-0.223"
,,"14,700,000-0.223 10,000,000-0.223 10,300,000-0.223"
,,"10,000,000-0.223 5,000,000-0.223 15,000,000-0.223"
,,"10,000,000-0.223 5,000,000-0.223 15,000,000-0.223"
,,"10,000,000-0.223 5,000,000-0.223 14,800,000-0.223"
,,"5,000,000-0.223 5,000,000-0.223 5,000,000-0.223"
,,"4,910,000-0.224 5,000,000-0.224 5,000,000-0.224 ]/-//[ ]"
,,< >
29530,BISANDS@EC1903A,"< >[ 3,000,000-0.335 3,000,000-0.335 3,000,000-0.335"
,,"2,000,000-0.335 ]/-//[ ]< >"
57003,UB#HSI  RC2010B,"< >[ ]/-//[ 2,760,000-0.232 ]< >"
57265,UB#HSI  RC2012Z,"< >[ ]/-//[ 3,000,000-0.178 ]< >"
57573,SG#HSI  RC2012S,"< >[ 5,000,000-0.171 ]/-//[ 5,000,000-0.171 ]< >"
57686,BP#HSI  RC1911Z,"< >[ ]/-//[ 5,000,000-0.17 ]< >"
57808,MB#TENCTRC1903X,"< >[ 1,850,000-0.37 ]/-//[ ]< >"
57815,GS#HSI  RC2012D,"< >[ 7,790,000-0.106 ]/-//[ ]< >"
57860,CS#HSI  RC2011S,"< >[ ]/-//[ 6,130,000-0.102 ]< >"
57894,SG#TENCTRC1903A,"< >[ 2,000,000-0.375 ]/-//[ ]< >"
58032,JP#HSI  RC2011D,"< >[ 6,890,000-0.094 6,000,000-0.094 7,900,000-0.093"
,,"5,900,000-0.093 5,600,000-0.098 7,940,000-0.099"
,,"15,490,000-0.097 8,520,000-0.102 6,080,000-0.103"
,,"5,300,000-0.102 8,010,000-0.099 7,420,000-0.101 ]/-//["
,,"7,330,000-0.094 ]< >"
58051,SG#HSI  RC2009T,"< >[ 6,000,000-0.091 6,000,000-0.092 5,700,000-0.093"
,,"9,380,000-0.093 ]/-//[ 9,480,000-0.086 17,000,000-0.093"
,,]< >
58110,HT#PINANRC1905A,"< >[ 5,000,000-0.11 5,000,000-0.11 5,000,000-0.11"
,,"5,000,000-0.11 5,000,000-0.11 5,000,000-0.11 ]/-//[ ]< >"
58211,BP#HSI  RC1911O,"< >[ ]/-//[ 5,000,000-0.136 ]< >"
58234,SG#HKEX RC1906X,"< >[ ]/-//[ 3,000,000-0.181 3,000,000-0.182"
,,"3,000,000-0.189 3,000,000-0.188 ]< >"
58244,SG#HSI  RC2008A,"< >[ 10,000,000-0.061 ]/-//[ 10,000,000-0.066 ]< >"
58246,SG#HSI  RC2011I,"< >[ 5,000,000-0.112 ]/-//[ ]< >"
58347,UB#TENCTRC1903Y,"< >[ 1,490,000-0.34 ]/-//[ ]< >"
58357,JP#TENCTRC1903X,"< >[ 1,990,000-0.335 ]/-//[ ]< >"
58383,SG#TENCTRC1903Z,"< >[ 3,000,000-0.315 ]/-//[ ]< >"
58666,SG#CCB  RC1902E,"< >[ 4,000,000-0.14 ]/-//[ ]< >"
58722,GS#PINANRC1907F,"< >[ 15,000,000-0.098 11,820,000-0.098 ]/-//[ ]< >"
59432,HS#PINANRP1903A,"< >[ 8,000,000-0.07 ]/-//[ ]< >"
59687,SG#TENCTRP1904K,"< >[ 2,750,000-0.325 ]/-//[ ]< >"
59804,JP#HSI  RP1904F,"< >[ ]/-//[ 6,310,000-0.12 7,500,000-0.109 ]< >"
59993,SG#HSI  RP1901I,"< >[ 11,780,000-0.123 ]/-//[ ]< >"
60129,HS#PINANRP1904A,"< >[ 8,000,000-0.094 ]/-//[ ]< >"
60544,BP#HSI  RC1911K,"< >[ 10,000,000-0.088 10,000,000-0.086 13,330,000-0.09"
,,"9,840,000-0.091 7,210,000-0.093 17,100,000-0.096"
,,"9,740,000-0.094 ]/-//[ 9,900,000-0.088 7,600,000-0.084"
,,"25,000,000-0.094 6,410,000-0.095 ]< >"
60556,HS#TENCTRC1904P,"< >[ 700,000-0.85 ]/-//[ ]< >"
60722,SG#HSI  RP1901N,"< >[ 5,000,000-0.125 5,000,000-0.117 5,000,000-0.118 ]"
,,/-//[ ]< >
60810,BP#HSI  RC1911V,"< >[ 5,000,000-0.108 ]/-//[ ]< >"
60863,HT#HSI  RC1910I,"< >[ 10,000,000-0.083 8,360,000-0.08 8,400,000-0.087"
,,"10,000,000-0.085 ]/-//[ ]< >"
60881,HT#TENCTRC1907B,"< >[ 5,000,000-0.365 5,000,000-0.365 5,000,000-0.365"
,,"5,000,000-0.365 5,000,000-0.365 5,000,000-0.365"
,,"5,000,000-0.365 5,000,000-0.365 10,000,000-0.365"
,,"10,000,000-0.365 10,000,000-0.365 10,000,000-0.365"
,,"10,000,000-0.365 10,000,000-0.365 ]/-//[ ]< >"
60892,UB#HSI  RC2010U,"< >[ ]/-//[ 5,600,000-0.094 ]< >"
60952,UB#TENCTRC1903M,"< >[ 2,400,000-0.305 2,400,000-0.305 2,400,000-0.305"
